query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
SUPERPANG_17_length=82429_12_1,190486.XAC0733,4.96E-56,174,"COG1937@1|root,COG1937@2|Bacteria,1N6ZN@1224|Proteobacteria,1S6I2@1236|Gammaproteobacteria,1X7IP@135614|Xanthomonadales",135614|Xanthomonadales,S,Metal-sensitive transcriptional repressor,frmR,-,-,-,-,-,-,-,-,-,-,-,Trns_repr_metal
SUPERPANG_17_length=82429_14_1,316273.XCV0785,7.82E-242,665,"COG0438@1|root,COG0438@2|Bacteria,1N01H@1224|Proteobacteria,1S8Z9@1236|Gammaproteobacteria,1X5Z9@135614|Xanthomonadales",135614|Xanthomonadales,M,glycosyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_trans_1_4,Glycos_transf_1"
SUPERPANG_17_length=82429_15_1,316273.XCV0784,9.78E-183,508,"COG0745@1|root,COG0745@2|Bacteria,1MY3D@1224|Proteobacteria,1RPKN@1236|Gammaproteobacteria,1X6FY@135614|Xanthomonadales",135614|Xanthomonadales,T,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,ompR,-,-,ko:K02483,-,-,-,-,"ko00000,ko02022",-,-,-,"Response_reg,Trans_reg_C"
SUPERPANG_17_length=82429_16_1,316273.XCV0783,0,986,"COG0642@1|root,COG2205@2|Bacteria,1MUAK@1224|Proteobacteria,1RPP2@1236|Gammaproteobacteria,1X6C6@135614|Xanthomonadales",135614|Xanthomonadales,T,Histidine kinase,-,-,2.7.13.3,ko:K02484,-,-,-,-,"ko00000,ko01000,ko01001,ko02022",-,-,-,"HAMP,HATPase_c"
SUPERPANG_17_length=82429_17_1,316273.XCV0782,0,999,"COG3572@1|root,COG3572@2|Bacteria,1MU47@1224|Proteobacteria,1SKFF@1236|Gammaproteobacteria,1X3I6@135614|Xanthomonadales",135614|Xanthomonadales,H,glutamate--cysteine ligase,gsh1,-,6.3.2.2,ko:K01919,"ko00270,ko00480,ko01100,map00270,map00480,map01100",M00118,"R00894,R10993","RC00064,RC00090","ko00000,ko00001,ko00002,ko01000",-,-,-,GCS2
SUPERPANG_17_length=82429_18_1,316273.XCV0781,1.91E-146,413,"COG0218@1|root,COG0218@2|Bacteria,1MY3Z@1224|Proteobacteria,1RNJP@1236|Gammaproteobacteria,1X5C6@135614|Xanthomonadales",135614|Xanthomonadales,D,Necessary for normal cell division and for the maintenance of normal septation,engB,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,ko:K03978,-,-,-,-,"ko00000,ko03036",-,-,-,MMR_HSR1
SUPERPANG_17_length=82429_19_1,316273.XCV0780,4.64E-184,512,"COG2863@1|root,COG2863@2|Bacteria,1N2NB@1224|Proteobacteria,1RZFP@1236|Gammaproteobacteria,1X4PC@135614|Xanthomonadales",135614|Xanthomonadales,C,cytochrome,-,-,-,-,-,-,-,-,-,-,-,-,Cytochrom_C
SUPERPANG_17_length=82429_21_1,316273.XCV0779,1.64E-155,436,"COG1651@1|root,COG1651@2|Bacteria,1RGWH@1224|Proteobacteria,1S5WA@1236|Gammaproteobacteria,1X62Z@135614|Xanthomonadales",135614|Xanthomonadales,O,Thiol disulfide Interchange Protein,-,-,-,ko:K03673,"ko01503,map01503",M00728,-,-,"ko00000,ko00001,ko00002,ko03110",-,-,-,"DSBA,Thioredoxin_4"
SUPERPANG_17_length=82429_22_1,316273.XCV0778,1.59E-178,499,"COG1651@1|root,COG1651@2|Bacteria,1RGWH@1224|Proteobacteria,1S5WA@1236|Gammaproteobacteria,1X5HB@135614|Xanthomonadales",135614|Xanthomonadales,O,Thiol disulfide interchange protein,-,-,-,ko:K03673,"ko01503,map01503",M00728,-,-,"ko00000,ko00001,ko00002,ko03110",-,-,-,"DSBA,Thioredoxin_4"
SUPERPANG_17_length=82429_23_1,316273.XCV0777,1.76E-183,510,"COG3568@1|root,COG3568@2|Bacteria,1RAQ2@1224|Proteobacteria,1SYEQ@1236|Gammaproteobacteria,1X4AU@135614|Xanthomonadales",135614|Xanthomonadales,L,endonuclease,-,-,-,-,-,-,-,-,-,-,-,-,Exo_endo_phos
SUPERPANG_17_length=82429_24_1,316273.XCV0776,0,1293,"COG1292@1|root,COG1292@2|Bacteria,1MV0K@1224|Proteobacteria,1RP3E@1236|Gammaproteobacteria,1X4T6@135614|Xanthomonadales",135614|Xanthomonadales,M,Belongs to the BCCT transporter (TC 2.A.15) family,betT,-,-,ko:K02168,-,-,-,-,"ko00000,ko02000","2.A.15.1.3,2.A.15.1.4",-,-,BCCT
SUPERPANG_17_length=82429_25_1,316273.XCV0775,0,964,"COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,1RMBQ@1236|Gammaproteobacteria,1X3DG@135614|Xanthomonadales",135614|Xanthomonadales,C,Belongs to the aldehyde dehydrogenase family,betB,"GO:0003674,GO:0003824,GO:0004029,GO:0008150,GO:0008152,GO:0008802,GO:0016491,GO:0016620,GO:0016903,GO:0055114","1.2.1.32,1.2.1.60,1.2.1.8,1.2.1.85","ko:K00130,ko:K00151,ko:K10217","ko00260,ko00350,ko00362,ko00380,ko00622,ko01100,ko01120,ko01220,map00260,map00350,map00362,map00380,map00622,map01100,map01120,map01220","M00038,M00533,M00555,M00569","R02565,R02566,R02762,R03889,R04418,R05353","RC00080,RC00218,RC00254","ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh
SUPERPANG_17_length=82429_26_1,316273.XCV0774,0,1153,"COG2303@1|root,COG2303@2|Bacteria,1MV19@1224|Proteobacteria,1RMD2@1236|Gammaproteobacteria,1X3AK@135614|Xanthomonadales",135614|Xanthomonadales,E,Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate,betA,-,1.1.99.1,ko:K00108,"ko00260,ko01100,map00260,map01100",M00555,R01025,RC00087,"ko00000,ko00001,ko00002,ko01000",-,-,-,"GMC_oxred_C,GMC_oxred_N"
SUPERPANG_17_length=82429_27_1,316273.XCV0773,4.80E-291,795,"COG0617@1|root,COG0617@2|Bacteria,1MU2X@1224|Proteobacteria,1RPFJ@1236|Gammaproteobacteria,1X4F0@135614|Xanthomonadales",135614|Xanthomonadales,F,"Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate. Also shows phosphatase, 2'- nucleotidase and 2',3'-cyclic phosphodiesterase activities. These phosphohydrolase activities are probably involved in the repair of the tRNA 3'-CCA terminus degraded by intracellular RNases",cca,-,2.7.7.72,ko:K00974,"ko03013,map03013",-,"R09382,R09383,R09384,R09386",RC00078,"ko00000,ko00001,ko01000,ko03016",-,-,-,"HD,PolyA_pol,PolyA_pol_RNAbd"
SUPERPANG_17_length=82429_28_1,316273.XCV0772,0,1771,"COG1629@1|root,COG1629@2|Bacteria,COG4771@2|Bacteria,1MV8W@1224|Proteobacteria,1RMQA@1236|Gammaproteobacteria,1X3B5@135614|Xanthomonadales",135614|Xanthomonadales,P,receptor,-,-,-,ko:K02014,-,-,-,-,"ko00000,ko02000",1.B.14,-,-,"Plug,TonB_dep_Rec"
SUPERPANG_17_length=82429_29_1,316273.XCV0771,2.03E-272,746,"COG1820@1|root,COG1820@2|Bacteria,1MW8Y@1224|Proteobacteria,1RMRV@1236|Gammaproteobacteria,1X36K@135614|Xanthomonadales",135614|Xanthomonadales,G,Belongs to the metallo-dependent hydrolases superfamily. NagA family,nagA,-,3.5.1.25,ko:K01443,"ko00520,ko01130,map00520,map01130",-,R02059,"RC00166,RC00300","ko00000,ko00001,ko01000",-,-,-,Amidohydro_1
SUPERPANG_17_length=82429_30_1,317013.NY99_00340,1.15E-234,647,"COG2222@1|root,COG2222@2|Bacteria,1MXC7@1224|Proteobacteria,1RS53@1236|Gammaproteobacteria,1X3UH@135614|Xanthomonadales",135614|Xanthomonadales,M,Iron dicitrate transport regulator FecR,-,-,2.6.1.16,ko:K00820,"ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931",-,R00768,"RC00010,RC00163,RC02752","ko00000,ko00001,ko01000,ko01002",-,-,-,SIS
SUPERPANG_17_length=82429_31_1,190486.XAC0713,3.17E-259,710,"COG1609@1|root,COG1609@2|Bacteria,1MVUR@1224|Proteobacteria,1RN2K@1236|Gammaproteobacteria,1X2Z0@135614|Xanthomonadales",135614|Xanthomonadales,K,lacI family,VL23_05370,-,-,ko:K02529,-,-,-,-,"ko00000,ko03000",-,-,-,"LacI,Peripla_BP_3"
SUPERPANG_17_length=82429_32_1,316273.XCV0768,1.19E-294,805,"COG0738@1|root,COG0738@2|Bacteria,1MXDC@1224|Proteobacteria,1RMQJ@1236|Gammaproteobacteria,1X3CS@135614|Xanthomonadales",135614|Xanthomonadales,G,Transporter,gluP,-,-,-,-,-,-,-,-,-,-,-,MFS_1
SUPERPANG_17_length=82429_33_1,316273.XCV0767,1.39E-180,503,"COG2188@1|root,COG2188@2|Bacteria,1P6ZJ@1224|Proteobacteria,1S1UB@1236|Gammaproteobacteria,1X46B@135614|Xanthomonadales",135614|Xanthomonadales,K,transcriptional,nagQ,-,-,ko:K03710,-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,UTRA"
SUPERPANG_17_length=82429_34_1,316273.XCV0766,6.60E-165,461,"2EGH8@1|root,33A9B@2|Bacteria,1NKAJ@1224|Proteobacteria,1TEFQ@1236|Gammaproteobacteria,1XBKR@135614|Xanthomonadales",135614|Xanthomonadales,S,type II secretion system protein N,xcsN,-,-,ko:K02463,"ko05111,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,T2SSN
SUPERPANG_17_length=82429_35_1,316273.XCV0765,2.30E-104,302,"COG3149@1|root,COG3149@2|Bacteria,1NGFT@1224|Proteobacteria,1SIFJ@1236|Gammaproteobacteria,1X8P5@135614|Xanthomonadales",135614|Xanthomonadales,U,Type II secretion system protein M,xcsM,-,-,ko:K02462,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,T2SSM
SUPERPANG_17_length=82429_36_1,316273.XCV0764,2.73E-243,670,"COG3297@1|root,COG3297@2|Bacteria,1N0FQ@1224|Proteobacteria,1RTEB@1236|Gammaproteobacteria,1X7BU@135614|Xanthomonadales",135614|Xanthomonadales,U,type II secretion system protein,xcsL,-,-,ko:K02461,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,"GspL_C,T2SSL"
SUPERPANG_17_length=82429_37_1,316273.XCV0763,7.11E-227,626,"COG3156@1|root,COG3156@2|Bacteria,1RAQM@1224|Proteobacteria,1S2N8@1236|Gammaproteobacteria,1X561@135614|Xanthomonadales",135614|Xanthomonadales,U,Type II secretion system protein K,xcsK,-,-,ko:K02460,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,T2SSK
SUPERPANG_17_length=82429_38_1,316273.XCV0762,7.22E-133,377,"COG4795@1|root,COG4795@2|Bacteria,1N942@1224|Proteobacteria,1SED4@1236|Gammaproteobacteria,1X6QY@135614|Xanthomonadales",135614|Xanthomonadales,U,type II secretion system protein,xcsJ,-,-,ko:K02459,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,"N_methyl,T2SSJ"
SUPERPANG_17_length=82429_39_1,316273.XCV0761,1.17E-59,186,"COG2165@1|root,COG2165@2|Bacteria,1N737@1224|Proteobacteria,1SC8X@1236|Gammaproteobacteria,1X8F5@135614|Xanthomonadales",135614|Xanthomonadales,U,"Type II secretory pathway, pseudopilin",xcsI,-,-,ko:K02458,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,"N_methyl,T2SSI"
SUPERPANG_17_length=82429_40_1,316273.XCV0760,2.22E-101,294,"COG4970@1|root,COG4970@2|Bacteria,1RE8J@1224|Proteobacteria,1T2XJ@1236|Gammaproteobacteria,1X8MC@135614|Xanthomonadales",135614|Xanthomonadales,NU,General secretion pathway protein h,xcsH,-,-,ko:K02457,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,"GspH,N_methyl"
SUPERPANG_17_length=82429_41_1,316273.XCV0759,4.88E-104,301,"COG2165@1|root,COG2165@2|Bacteria,1RDX2@1224|Proteobacteria,1S3VS@1236|Gammaproteobacteria,1X6M4@135614|Xanthomonadales",135614|Xanthomonadales,U,General secretion pathway protein,xcsG,-,-,ko:K02456,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,"N_methyl,T2SSG"
SUPERPANG_17_length=82429_42_1,316273.XCV0758,1.56E-259,714,"COG1459@1|root,COG1459@2|Bacteria,1MV4U@1224|Proteobacteria,1RQ86@1236|Gammaproteobacteria,1X3ZU@135614|Xanthomonadales",135614|Xanthomonadales,U,General secretion pathway protein,xcsF,-,-,ko:K02455,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,T2SSF
SUPERPANG_17_length=82429_43_1,316273.XCV0757,0,926,"COG2804@1|root,COG2804@2|Bacteria,1MU7V@1224|Proteobacteria,1RMBS@1236|Gammaproteobacteria,1X36S@135614|Xanthomonadales",135614|Xanthomonadales,NU,General secretion pathway protein,xcsE,-,-,ko:K02454,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,"T2SSE,T2SSE_N"
SUPERPANG_17_length=82429_44_1,316273.XCV0756,0,1259,"COG1450@1|root,COG1450@2|Bacteria,1MUUA@1224|Proteobacteria,1RPJS@1236|Gammaproteobacteria,1X4RY@135614|Xanthomonadales",135614|Xanthomonadales,NU,secretion system protein,xcsD,-,-,ko:K02453,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,"Secretin,Secretin_N"
SUPERPANG_17_length=82429_45_1,316273.XCV0755,3.21E-151,430,"COG3031@1|root,COG3031@2|Bacteria,1RFDB@1224|Proteobacteria,1SWT4@1236|Gammaproteobacteria,1X7XY@135614|Xanthomonadales",135614|Xanthomonadales,U,Type II secretion system protein C,xcsC,-,-,ko:K02452,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,"PDZ_2,T2SSC"
SUPERPANG_17_length=82429_46_1,316273.XCV0754,0,1724,"COG1629@1|root,COG1629@2|Bacteria,COG4771@2|Bacteria,1MX4K@1224|Proteobacteria,1RP6B@1236|Gammaproteobacteria,1X4VT@135614|Xanthomonadales",135614|Xanthomonadales,P,TonB-dependent receptor,-,-,-,-,-,-,-,-,-,-,-,-,"Plug,TonB_dep_Rec"
SUPERPANG_17_length=82429_47_1,316273.XCV0753,0,930,"COG3291@1|root,COG3291@2|Bacteria,1QU15@1224|Proteobacteria,1T1KN@1236|Gammaproteobacteria,1X4SU@135614|Xanthomonadales",135614|Xanthomonadales,S,Pkd domain containing protein,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_17_length=82429_48_1,316273.XCV0752,5.65E-207,572,"COG3751@1|root,COG3751@2|Bacteria,1NG7K@1224|Proteobacteria,1S7QH@1236|Gammaproteobacteria,1X5S6@135614|Xanthomonadales",135614|Xanthomonadales,O,Prolyl 4-hydroxylase alpha subunit homologues.,-,-,1.14.11.2,ko:K00472,"ko00330,ko01100,map00330,map01100",-,R01252,RC00478,"ko00000,ko00001,ko01000",-,-,-,2OG-FeII_Oxy_3
SUPERPANG_17_length=82429_49_1,316273.XCV0751,0,1351,"COG4774@1|root,COG4774@2|Bacteria,1QTZK@1224|Proteobacteria,1T2XI@1236|Gammaproteobacteria,1X9YR@135614|Xanthomonadales",135614|Xanthomonadales,M,TonB-dependent receptor,-,-,-,ko:K02014,-,-,-,-,"ko00000,ko02000",1.B.14,-,-,"Plug,TonB_dep_Rec"
SUPERPANG_17_length=82429_50_1,316273.XCV0750,9.10E-95,276,"COG5652@1|root,COG5652@2|Bacteria,1NGE7@1224|Proteobacteria,1SGEP@1236|Gammaproteobacteria,1X7I7@135614|Xanthomonadales",135614|Xanthomonadales,S,PFAM VanZ,-,-,-,-,-,-,-,-,-,-,-,-,VanZ
SUPERPANG_17_length=82429_51_1,1094184.KWO_0119305,2.88E-285,780,"COG1565@1|root,COG1565@2|Bacteria,1N3CJ@1224|Proteobacteria,1RYCJ@1236|Gammaproteobacteria,1X3YI@135614|Xanthomonadales",135614|Xanthomonadales,S,Putative S-adenosyl-L-methionine-dependent methyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,Methyltransf_28
SUPERPANG_17_length=82429_52_1,316273.XCV0748,3.11E-163,458,"COG1028@1|root,COG1028@2|Bacteria,1MUUV@1224|Proteobacteria,1RPGM@1236|Gammaproteobacteria,1XC9W@135614|Xanthomonadales",135614|Xanthomonadales,IQ,Involved in pteridine salvage and antifolate resistance,-,-,1.5.1.33,ko:K03793,-,-,-,-,"ko00000,ko01000",-,-,-,adh_short_C2
SUPERPANG_17_length=82429_53_1,316273.XCV0747,6.98E-119,340,"COG0801@1|root,COG0801@2|Bacteria,1RHNN@1224|Proteobacteria,1S62M@1236|Gammaproteobacteria,1X6J5@135614|Xanthomonadales",135614|Xanthomonadales,H,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,folK1,-,2.7.6.3,ko:K00950,"ko00790,ko01100,map00790,map01100","M00126,M00841",R03503,"RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,HPPK
SUPERPANG_17_length=82429_54_1,316273.XCV0746,0,945,"COG0784@1|root,COG4191@1|root,COG0784@2|Bacteria,COG4191@2|Bacteria,1RFPE@1224|Proteobacteria,1SYEP@1236|Gammaproteobacteria,1X4M4@135614|Xanthomonadales",135614|Xanthomonadales,T,Histidine kinase,-,-,-,-,-,-,-,-,-,-,-,-,"HATPase_c,HisKA,Response_reg"
SUPERPANG_17_length=82429_55_1,1094184.KWO_0119325,6.79E-98,285,"COG0745@1|root,COG0745@2|Bacteria,1RD6H@1224|Proteobacteria,1S623@1236|Gammaproteobacteria,1X5ZG@135614|Xanthomonadales",135614|Xanthomonadales,KT,two-component system,YH67_17215,-,-,ko:K02485,-,-,-,-,"ko00000,ko02022",-,-,-,Response_reg
SUPERPANG_17_length=82429_56_1,316273.XCV0744,0,1139,"COG4251@1|root,COG4251@2|Bacteria,1NSQ1@1224|Proteobacteria,1RYUZ@1236|Gammaproteobacteria,1X504@135614|Xanthomonadales",135614|Xanthomonadales,T,Histidine kinase,-,-,-,-,-,-,-,-,-,-,-,-,"CHASE3,HATPase_c,HisKA,PAS_4,PAS_8,Response_reg"
SUPERPANG_17_length=82429_57_1,316273.XCV0743,2.79E-76,229,"COG2823@1|root,COG2823@2|Bacteria,1PCIJ@1224|Proteobacteria,1RRGP@1236|Gammaproteobacteria,1X8M3@135614|Xanthomonadales",135614|Xanthomonadales,S,bacterial OsmY and nodulation domain,-,-,-,ko:K04065,-,-,-,-,ko00000,-,-,-,BON
SUPERPANG_17_length=82429_58_1,316273.XCV0742,4.68E-259,709,"COG0673@1|root,COG0673@2|Bacteria,1MU8F@1224|Proteobacteria,1RNKY@1236|Gammaproteobacteria,1X4MJ@135614|Xanthomonadales",135614|Xanthomonadales,S,Oxidoreductase,ydgJ,-,-,-,-,-,-,-,-,-,-,-,"GFO_IDH_MocA,GFO_IDH_MocA_C"
SUPERPANG_17_length=82429_59_1,316273.XCV0741,4.63E-224,617,"COG1023@1|root,COG1023@2|Bacteria,1QU14@1224|Proteobacteria,1T1KM@1236|Gammaproteobacteria,1X4EG@135614|Xanthomonadales",135614|Xanthomonadales,G,6-phosphogluconate dehydrogenase,gnd,-,"1.1.1.343,1.1.1.44",ko:K00033,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200","M00004,M00006","R01528,R10221","RC00001,RC00539","ko00000,ko00001,ko00002,ko01000",-,-,-,"6PGD,NAD_binding_2"
SUPERPANG_17_length=82429_60_1,316273.XCV0740,0,880,"2EZVZ@1|root,33T0D@2|Bacteria,1NTS7@1224|Proteobacteria,1T7GA@1236|Gammaproteobacteria,1X98T@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_17_length=82429_61_1,316273.XCV0739,2.32E-75,226,"COG3134@1|root,COG3134@2|Bacteria,1QBFJ@1224|Proteobacteria,1SUXU@1236|Gammaproteobacteria,1X8J4@135614|Xanthomonadales",135614|Xanthomonadales,S,Glycine zipper 2TM domain,-,-,-,-,-,-,-,-,-,-,-,-,Rick_17kDa_Anti
SUPERPANG_17_length=82429_62_1,316273.XCV0738,3.91E-117,342,"2BXMH@1|root,32R9I@2|Bacteria,1RKQJ@1224|Proteobacteria,1SNZP@1236|Gammaproteobacteria,1X782@135614|Xanthomonadales",135614|Xanthomonadales,S,Uncharacterized protein conserved in bacteria (DUF2242),-,-,-,-,-,-,-,-,-,-,-,-,DUF2242
SUPERPANG_17_length=82429_63_1,316273.XCV0737,7.83E-264,721,"COG0863@1|root,COG0863@2|Bacteria,1R832@1224|Proteobacteria,1SNFC@1236|Gammaproteobacteria,1XA23@135614|Xanthomonadales",135614|Xanthomonadales,L,Belongs to the N(4) N(6)-methyltransferase family,-,-,-,-,-,-,-,-,-,-,-,-,N6_N4_Mtase
SUPERPANG_17_length=82429_64_1,316273.XCV0736,2.37E-271,741,"COG0863@1|root,COG0863@2|Bacteria,1R3XV@1224|Proteobacteria,1SMF6@1236|Gammaproteobacteria,1X9KA@135614|Xanthomonadales",135614|Xanthomonadales,L,Belongs to the N(4) N(6)-methyltransferase family,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_17_length=82429_65_1,316273.XCV0735,0,929,"COG1488@1|root,COG1488@2|Bacteria,1MWA2@1224|Proteobacteria,1RPPA@1236|Gammaproteobacteria,1X2ZX@135614|Xanthomonadales",135614|Xanthomonadales,H,phosphoribosyltransferase,pbeF,-,2.4.2.12,ko:K03462,"ko00760,ko01100,ko04621,map00760,map01100,map04621",-,R01271,RC00033,"ko00000,ko00001,ko01000",-,-,-,NAPRTase
SUPERPANG_17_length=82429_66_1,316273.XCV0734,2.16E-264,723,"COG1051@1|root,COG1056@1|root,COG1051@2|Bacteria,COG1056@2|Bacteria,1MWNH@1224|Proteobacteria,1RY71@1236|Gammaproteobacteria,1X5EW@135614|Xanthomonadales",135614|Xanthomonadales,FH,involved in creation of nicotanimide adenine dinucleotide NAD from either biosynthetic or salvage pathways,-,-,2.7.7.1,ko:K13522,"ko00760,ko01100,map00760,map01100",-,"R00137,R03005",RC00002,"ko00000,ko00001,ko01000",-,-,-,"CTP_transf_like,NUDIX"
SUPERPANG_17_length=82429_67_1,316273.XCV0733,1.86E-210,581,"COG3568@1|root,COG3568@2|Bacteria,1PPNP@1224|Proteobacteria,1S9D7@1236|Gammaproteobacteria,1X46I@135614|Xanthomonadales",135614|Xanthomonadales,S,Metal-dependent hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,Exo_endo_phos
SUPERPANG_17_length=82429_68_1,316273.XCV0732,2.41E-204,566,"COG0583@1|root,COG0583@2|Bacteria,1N3XX@1224|Proteobacteria,1RR3S@1236|Gammaproteobacteria,1X6W1@135614|Xanthomonadales",135614|Xanthomonadales,K,transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
SUPERPANG_17_length=82429_69_1,316273.XCV0731,2.25E-168,472,"COG0730@1|root,COG0730@2|Bacteria,1MWAN@1224|Proteobacteria,1S5RQ@1236|Gammaproteobacteria,1X6X7@135614|Xanthomonadales",135614|Xanthomonadales,S,membrane transporter protein,-,-,-,ko:K07090,-,-,-,-,ko00000,-,-,-,TauE
SUPERPANG_17_length=82429_70_1,316273.XCV0730,0,1419,"COG0793@1|root,COG0793@2|Bacteria,1MU39@1224|Proteobacteria,1RMSR@1236|Gammaproteobacteria,1X4W6@135614|Xanthomonadales",135614|Xanthomonadales,M,Belongs to the peptidase S41A family,prc,-,3.4.21.102,ko:K03797,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"DUF3340,PDZ,Peptidase_S41"
SUPERPANG_17_length=82429_71_1,316273.XCV0729,5.18E-249,682,"COG0320@1|root,COG0320@2|Bacteria,1MVRD@1224|Proteobacteria,1RMAT@1236|Gammaproteobacteria,1X4DA@135614|Xanthomonadales",135614|Xanthomonadales,H,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",lipA,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006464,GO:0006629,GO:0006631,GO:0006633,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009106,GO:0009107,GO:0009108,GO:0009249,GO:0009987,GO:0010467,GO:0016053,GO:0016740,GO:0016782,GO:0016783,GO:0016992,GO:0018065,GO:0018130,GO:0018193,GO:0018205,GO:0019538,GO:0019752,GO:0032787,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0051604,GO:0070283,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901576",2.8.1.8,ko:K03644,"ko00785,ko01100,map00785,map01100",-,"R07767,R07768",RC01978,"ko00000,ko00001,ko01000",-,-,-,"LIAS_N,Radical_SAM"
SUPERPANG_17_length=82429_72_1,316273.XCV0728,5.41E-144,407,"COG0321@1|root,COG0321@2|Bacteria,1MU6A@1224|Proteobacteria,1RMXQ@1236|Gammaproteobacteria,1X4H1@135614|Xanthomonadales",135614|Xanthomonadales,H,Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate,lipB,"GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009249,GO:0009987,GO:0010467,GO:0018065,GO:0018193,GO:0018205,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0051604,GO:0071704,GO:1901564",2.3.1.181,ko:K03801,"ko00785,ko01100,map00785,map01100",-,"R07766,R07769","RC00039,RC00992,RC02867","ko00000,ko00001,ko01000",-,-,-,BPL_LplA_LipB
SUPERPANG_17_length=82429_73_1,1094184.KWO_0119425,2.95E-62,190,"COG2921@1|root,COG2921@2|Bacteria,1NMJ1@1224|Proteobacteria,1SI79@1236|Gammaproteobacteria,1X7ND@135614|Xanthomonadales",135614|Xanthomonadales,S,Belongs to the UPF0250 family,-,-,-,ko:K09158,-,-,-,-,ko00000,-,-,-,DUF493
